Binomial.name;NCBI_ID;Motility;Gram.staining;Aerophilicity;Extreme.environment.tolerance;Biofilm.formation;Animal.pathogenicity;Biosafety.level;Health.association;Host.association;Plant.pathogenicity;Spore.formation;Hemolysis;Cell.shape;Member.of.WA.subset;Superkingdom;Phylum;Class;Order;Family;Genus;Species;FTP.path;Fasta.file;Gff.file;Gene_file;Gene_location
Chryseobacterium joostei;112234;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Chryseobacterium joostei;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/775/GCF_003815775.1_ASM381577v1;GCF_003815775.1_ASM381577v1_genomic.fasta;GCF_003815775.1_ASM381577v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_003815775.1_ASM381577v1_genomic.txt
Planococcus koreensis;112331;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;coccus;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Planococcus;Planococcus koreensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/202/615/GCA_014202615.1_ASM1420261v1;GCA_014202615.1_ASM1420261v1_genomic.fasta;GCA_014202615.1_ASM1420261v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_014202615.1_ASM1420261v1_genomic.txt
Halobellus rarus;1126237;TRUE;gram stain negative;aerobic;TRUE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halobellus;Halobellus rarus;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/494/595/GCF_024494595.1_ASM2449459v1;GCF_024494595.1_ASM2449459v1_genomic.fasta;GCF_024494595.1_ASM2449459v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_024494595.1_ASM2449459v1_genomic.txt
Klebsiella michiganensis;1134687;FALSE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 2;NA;TRUE;NA;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella michiganensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/139/575/GCA_015139575.1_ASM1513957v1;GCA_015139575.1_ASM1513957v1_genomic.fasta;GCA_015139575.1_ASM1513957v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_015139575.1_ASM1513957v1_genomic.txt
Rhizobium azibense;1136135;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium azibense;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/342/325/GCF_004342325.1_ASM434232v1;GCF_004342325.1_ASM434232v1_genomic.fasta;GCF_004342325.1_ASM434232v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_004342325.1_ASM434232v1_genomic.txt
Salinispora fenicalii;1137263;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Salinispora;Salinispora fenicalii;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/514/815/GCA_000514815.1_ASM51481v1;GCA_000514815.1_ASM51481v1_genomic.fasta;GCA_000514815.1_ASM51481v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_000514815.1_ASM51481v1_genomic.txt
Rhizobium aethiopicum;1138170;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium aethiopicum;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/094/625/GCA_900094625.1_IMG-taxon_2615840624_annotated_assembly;GCA_900094625.1_IMG-taxon_2615840624_annotated_assembly_genomic.fasta;GCA_900094625.1_IMG-taxon_2615840624_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900094625.1_IMG-taxon_2615840624_annotated_assembly_genomic.txt
Rhizobium bangladeshense;1138189;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium bangladeshense;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/357/245/GCA_017357245.1_ASM1735724v1;GCA_017357245.1_ASM1735724v1_genomic.fasta;GCA_017357245.1_ASM1735724v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_017357245.1_ASM1735724v1_genomic.txt
Rhizobium binae;1138190;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium binae;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/357/225/GCA_017357225.1_ASM1735722v1;GCA_017357225.1_ASM1735722v1_genomic.fasta;GCA_017357225.1_ASM1735722v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_017357225.1_ASM1735722v1_genomic.txt
Rhizobium lentis;1138194;TRUE;gram stain negative;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium lentis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/352/135/GCA_017352135.1_ASM1735213v1;GCA_017352135.1_ASM1735213v1_genomic.fasta;GCA_017352135.1_ASM1735213v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_017352135.1_ASM1735213v1_genomic.txt
Pediococcus inopinatus;114090;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;beta;NA;TRUE;Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;Pediococcus inopinatus;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/049/535/GCF_034049535.1_ASM3404953v1;GCF_034049535.1_ASM3404953v1_genomic.fasta;GCF_034049535.1_ASM3404953v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_034049535.1_ASM3404953v1_genomic.txt
Streptomyces phaeoluteigriseus;114686;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;tail;TRUE;Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces phaeoluteigriseus;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/923/245/GCA_023923245.1_ASM2392324v1;GCA_023923245.1_ASM2392324v1_genomic.fasta;GCA_023923245.1_ASM2392324v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_023923245.1_ASM2392324v1_genomic.txt
Streptococcus ilei;1156431;FALSE;gram stain positive;aerobic;FALSE;NA;TRUE;NA;NA;TRUE;FALSE;FALSE;NA;coccus;TRUE;Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus ilei;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/479/335/GCA_000479335.1_ASM47933v1;GCA_000479335.1_ASM47933v1_genomic.fasta;GCA_000479335.1_ASM47933v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_000479335.1_ASM47933v1_genomic.txt
Erythrobacter colymbi;1161202;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;Erythrobacter colymbi;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/155/685/GCF_002155685.1_ASM215568v1;GCF_002155685.1_ASM215568v1_genomic.fasta;GCF_002155685.1_ASM215568v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002155685.1_ASM215568v1_genomic.txt
Diaminobutyricimonas aerilata;1162967;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Diaminobutyricimonas;Diaminobutyricimonas aerilata;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/797/715/GCF_002797715.1_ASM279771v1;GCF_002797715.1_ASM279771v1_genomic.fasta;GCF_002797715.1_ASM279771v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002797715.1_ASM279771v1_genomic.txt
Pseudomonas donghuensis;1163398;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas donghuensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/696/345/GCA_000696345.2_ASM69634v2;GCA_000696345.2_ASM69634v2_genomic.fasta;GCA_000696345.2_ASM69634v2_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_000696345.2_ASM69634v2_genomic.txt
Mesorhizobium qingshengii;1165689;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium qingshengii;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/325/GCA_900103325.1_IMG-taxon_2596583656_annotated_assembly;GCA_900103325.1_IMG-taxon_2596583656_annotated_assembly_genomic.fasta;GCA_900103325.1_IMG-taxon_2596583656_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900103325.1_IMG-taxon_2596583656_annotated_assembly_genomic.txt
Paenibacillus azoreducens;116718;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus azoreducens;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/654/775/GCA_021654775.1_ASM2165477v1;GCA_021654775.1_ASM2165477v1_genomic.fasta;GCA_021654775.1_ASM2165477v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_021654775.1_ASM2165477v1_genomic.txt
Streptomyces pratensis;1169025;FALSE;gram stain positive;aerobic;NA;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;tail;TRUE;Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces pratensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/804/005/GCA_016804005.1_ASM1680400v1;GCA_016804005.1_ASM1680400v1_genomic.fasta;GCA_016804005.1_ASM1680400v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_016804005.1_ASM1680400v1_genomic.txt
Actinopolymorpha singaporensis;117157;FALSE;gram stain positive;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;NA;FALSE;FALSE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Actinopolymorphaceae;Actinopolymorpha;Actinopolymorpha singaporensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/745/GCA_900104745.1_IMG-taxon_2636416006_annotated_assembly;GCA_900104745.1_IMG-taxon_2636416006_annotated_assembly_genomic.fasta;GCA_900104745.1_IMG-taxon_2636416006_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900104745.1_IMG-taxon_2636416006_annotated_assembly_genomic.txt
Mycolicibacterium frederiksbergense;117567;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium frederiksbergense;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/223/425/GCA_012223425.1_ASM1222342v1;GCA_012223425.1_ASM1222342v1_genomic.fasta;GCA_012223425.1_ASM1222342v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_012223425.1_ASM1222342v1_genomic.txt
[Pseudomonas] zhaodongensis;1176257;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas;Stutzerimonas zhaodongensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/576/045/GCA_022576045.1_ASM2257604v1;GCA_022576045.1_ASM2257604v1_genomic.fasta;GCA_022576045.1_ASM2257604v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_022576045.1_ASM2257604v1_genomic.txt
Alcanivorax xiamenensis;1177156;TRUE;gram stain negative;aerobic;TRUE;NA;FALSE;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax;Alcanivorax xiamenensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/846/745/GCF_009846745.1_ASM984674v1;GCF_009846745.1_ASM984674v1_genomic.fasta;GCF_009846745.1_ASM984674v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_009846745.1_ASM984674v1_genomic.txt
Bacillus xiamenensis;1178537;TRUE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus xiamenensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/857/925/GCF_001857925.1_ASM185792v1;GCF_001857925.1_ASM185792v1_genomic.fasta;GCF_001857925.1_ASM185792v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001857925.1_ASM185792v1_genomic.txt
Rhizobium anhuiense;1184720;FALSE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium anhuiense;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/638/185/GCA_014638185.1_ASM1463818v1;GCA_014638185.1_ASM1463818v1_genomic.fasta;GCA_014638185.1_ASM1463818v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_014638185.1_ASM1463818v1_genomic.txt
Nonomuraea cypriaca;1187855;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;TRUE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea cypriaca;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/645/445/GCA_015645445.1_ASM1564544v1;GCA_015645445.1_ASM1564544v1_genomic.fasta;GCA_015645445.1_ASM1564544v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_015645445.1_ASM1564544v1_genomic.txt
Pseudomonas asturiensis;1190415;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;NA;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas asturiensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/452/745/GCA_000452745.3_ASM45274v3;GCA_000452745.3_ASM45274v3_genomic.fasta;GCA_000452745.3_ASM45274v3_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_000452745.3_ASM45274v3_genomic.txt
Pseudoalteromonas shioyasakiensis;1190813;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas shioyasakiensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/134/595/GCA_019134595.1_ASM1913459v1;GCA_019134595.1_ASM1913459v1_genomic.fasta;GCA_019134595.1_ASM1913459v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_019134595.1_ASM1913459v1_genomic.txt
Vibrio toranzoniae;1194427;TRUE;gram stain negative;aerobic;FALSE;NA;TRUE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio toranzoniae;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/347/655/GCF_024347655.1_ASM2434765v1;GCF_024347655.1_ASM2434765v1_genomic.fasta;GCF_024347655.1_ASM2434765v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_024347655.1_ASM2434765v1_genomic.txt
Micromonospora avicenniae;1198245;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;NA;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora avicenniae;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/065/GCA_900156065.1_IMG-taxon_2681813563_annotated_assembly;GCA_900156065.1_IMG-taxon_2681813563_annotated_assembly_genomic.fasta;GCA_900156065.1_IMG-taxon_2681813563_annotated_assembly_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900156065.1_IMG-taxon_2681813563_annotated_assembly_genomic.txt
Bacillus sonorensis;119858;TRUE;gram stain positive;aerobic;FALSE;TRUE;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;bacillus;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sonorensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/202/015/GCF_002202015.1_ASM220201v1;GCF_002202015.1_ASM220201v1_genomic.fasta;GCF_002202015.1_ASM220201v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002202015.1_ASM220201v1_genomic.txt
Propionibacterium australiense;119981;FALSE;gram stain positive;anaerobic;FALSE;NA;TRUE;biosafety level 2;NA;NA;FALSE;FALSE;NA;coccus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium australiense;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/915/GCA_900637915.1_52941_B01;GCA_900637915.1_52941_B01_genomic.fasta;GCA_900637915.1_52941_B01_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900637915.1_52941_B01_genomic.txt
Pectobacterium aroidearum;1201031;TRUE;gram stain negative;facultatively anaerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;TRUE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Pectobacterium;Pectobacterium aroidearum;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/689/195/GCA_015689195.1_ASM1568919v1;GCA_015689195.1_ASM1568919v1_genomic.fasta;GCA_015689195.1_ASM1568919v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_015689195.1_ASM1568919v1_genomic.txt
Sphingobium cloacae;120107;FALSE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium cloacae;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/855/GCF_002355855.1_ASM235585v1;GCF_002355855.1_ASM235585v1_genomic.fasta;GCF_002355855.1_ASM235585v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002355855.1_ASM235585v1_genomic.txt
Ureibacillus chungkukjangi;1202712;TRUE;gram stain positive;aerobic;NA;NA;NA;biosafety level 1;NA;FALSE;FALSE;TRUE;NA;bacillus;TRUE;Bacteria;Bacillota;Bacilli;Bacillales;Planococcaceae;Ureibacillus;Ureibacillus chungkukjangi;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/217/295/GCF_003217295.1_ASM321729v1;GCF_003217295.1_ASM321729v1_genomic.fasta;GCF_003217295.1_ASM321729v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_003217295.1_ASM321729v1_genomic.txt
Novacetimonas maltaceti;1203393;FALSE;gram stain negative;aerobic;FALSE;NA;FALSE;biosafety level 1;NA;FALSE;FALSE;FALSE;NA;NA;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Novacetimonas;Novacetimonas maltaceti;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/255/GCF_002906255.1_ASM290625v1;GCF_002906255.1_ASM290625v1_genomic.fasta;GCF_002906255.1_ASM290625v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002906255.1_ASM290625v1_genomic.txt
Brucella ceti;120577;FALSE;gram stain negative;aerobic;FALSE;NA;TRUE;NA;NA;TRUE;FALSE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;Brucella ceti;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/245/555/GCF_002245555.1_ASM224555v1;GCF_002245555.1_ASM224555v1_genomic.fasta;GCF_002245555.1_ASM224555v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_002245555.1_ASM224555v1_genomic.txt
Burkholderia pseudomultivorans;1207504;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 2;NA;TRUE;TRUE;FALSE;gamma;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia pseudomultivorans;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/718/415/GCF_001718415.1_ASM171841v1;GCF_001718415.1_ASM171841v1_genomic.fasta;GCF_001718415.1_ASM171841v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001718415.1_ASM171841v1_genomic.txt
Mesorhizobium carmichaelinearum;1208188;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium carmichaelinearum;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/199/455/GCA_900199455.1_ICMP_18942;GCA_900199455.1_ICMP_18942_genomic.fasta;GCA_900199455.1_ICMP_18942_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_900199455.1_ICMP_18942_genomic.txt
Mycobacterium kubicae;120959;FALSE;gram stain positive;aerobic;NA;NA;TRUE;biosafety level 2;NA;TRUE;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium kubicae;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/689/175/GCA_015689175.1_ASM1568917v1;GCA_015689175.1_ASM1568917v1_genomic.fasta;GCA_015689175.1_ASM1568917v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_015689175.1_ASM1568917v1_genomic.txt
Paraburkholderia dipogonis;1211383;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia dipogonis;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/402/975/GCF_004402975.1_ASM440297v1;GCF_004402975.1_ASM440297v1_genomic.fasta;GCF_004402975.1_ASM440297v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_004402975.1_ASM440297v1_genomic.txt
Stutzerimonas kunmingensis;1211807;TRUE;gram stain negative;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas;Stutzerimonas kunmingensis;ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/432/085/GCA_021432085.1_ASM2143208v1;GCA_021432085.1_ASM2143208v1_genomic.fasta;GCA_021432085.1_ASM2143208v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCA_021432085.1_ASM2143208v1_genomic.txt
Pseudarthrobacter sulfonivorans;121292;FALSE;gram stain positive;aerobic;FALSE;NA;NA;biosafety level 1;NA;NA;FALSE;FALSE;NA;bacillus;TRUE;Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Pseudarthrobacter;Pseudarthrobacter sulfonivorans;ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/484/605/GCF_001484605.1_ASM148460v1;GCF_001484605.1_ASM148460v1_genomic.fasta;GCF_001484605.1_ASM148460v1_genomic.txt;TRUE;../../data/generated_data/gene_data/reformatted_gff_non_hyp/GCF_001484605.1_ASM148460v1_genomic.txt
